Name;ASTRAZENECA - TOT RETURN IND;ASTRAZENECA - NET SALES OR REVENUES;ASTRAZENECA - NUMBER OF SHARES;ASTRAZENECA - UNADJUSTED PRICE;ASTRAZENECA - MARKET VALUE;ASTRAZENECA - COST OF GOODS SOLD (EXCL DEP);ASTRAZENECA - TOTAL ASSETS;ASTRAZENECA - TOTAL INVENTORIES;#ERROR;KONINKLIJKE AHOLD DELHAIZE - TOT RETURN IND;KONINKLIJKE AHOLD DELHAIZE - NET SALES OR REVENUES;KONINKLIJKE AHOLD DELHAIZE - NUMBER OF SHARES;KONINKLIJKE AHOLD DELHAIZE - UNADJUSTED PRICE;KONINKLIJKE AHOLD DELHAIZE - MARKET VALUE;KONINKLIJKE AHOLD DELHAIZE - COST OF GOODS SOLD (EXCL DEP);KONINKLIJKE AHOLD DELHAIZE - TOTAL ASSETS;KONINKLIJKE AHOLD DELHAIZE - TOTAL INVENTORIES;#ERROR;ABN AMRO BANK - TOT RETURN IND;ABN AMRO BANK - NET SALES OR REVENUES;ABN AMRO BANK - NUMBER OF SHARES;ABN AMRO BANK - UNADJUSTED PRICE;ABN AMRO BANK - MARKET VALUE;#ERROR;ABN AMRO BANK - TOTAL ASSETS;#ERROR;ABN AMRO BANK - TOTAL INVESTMENTS;JUST EAT TAKEAWAY.COM - TOT RETURN IND;JUST EAT TAKEAWAY.COM - NET SALES OR REVENUES;JUST EAT TAKEAWAY.COM - NUMBER OF SHARES;JUST EAT TAKEAWAY.COM - UNADJUSTED PRICE;JUST EAT TAKEAWAY.COM - MARKET VALUE;JUST EAT TAKEAWAY.COM - COST OF GOODS SOLD (EXCL DEP);JUST EAT TAKEAWAY.COM - TOTAL ASSETS;JUST EAT TAKEAWAY.COM - TOTAL INVENTORIES;#ERROR;AAH DEAD - T/OVER 951741 - TOT RETURN IND;AAH DEAD - T/OVER 951741 - NET SALES OR REVENUES;AAH DEAD - T/OVER 951741 - NUMBER OF SHARES;AAH DEAD - T/OVER 951741 - UNADJUSTED PRICE;AAH DEAD - T/OVER 951741 - MARKET VALUE;AAH DEAD - T/OVER 951741 - COST OF GOODS SOLD (EXCL DEP);AAH DEAD - T/OVER 951741 - TOTAL ASSETS;AAH DEAD - T/OVER 951741 - TOTAL INVENTORIES;#ERROR;THB GROUP DEAD - 26/01/12 - TOT RETURN IND;THB GROUP DEAD - 26/01/12 - NET SALES OR REVENUES;THB GROUP DEAD - 26/01/12 - NUMBER OF SHARES;THB GROUP DEAD - 26/01/12 - UNADJUSTED PRICE;THB GROUP DEAD - 26/01/12 - MARKET VALUE;THB GROUP DEAD - 26/01/12 - COST OF GOODS SOLD (EXCL DEP);THB GROUP DEAD - 26/01/12 - TOTAL ASSETS;THB GROUP DEAD - 26/01/12 - TOTAL INVENTORIES;#ERROR
Code;AZN(RI);AZN(WC01001);AZN(NOSH);AZN(UP);AZN(MV);AZN(WC01051);AZN(WC02999);AZN(WC02101);;H:AD(RI);H:AD(WC01001);H:AD(NOSH);H:AD(UP);H:AD(MV);H:AD(WC01051);H:AD(WC02999);H:AD(WC02101);;H:ABN(RI);H:ABN(WC01001);H:ABN(NOSH);H:ABN(UP);H:ABN(MV);;H:ABN(WC02999);;H:ABN(WC02255);H:TKWY(RI);H:TKWY(WC01001);H:TKWY(NOSH);H:TKWY(UP);H:TKWY(MV);H:TKWY(WC01051);H:TKWY(WC02999);H:TKWY(WC02101);;901318(RI);901318(WC01001);901318(NOSH);901318(UP);901318(MV);901318(WC01051);901318(WC02999);901318(WC02101);;THB(RI);THB(WC01001);THB(NOSH);THB(UP);THB(MV);THB(WC01051);THB(WC02999);THB(WC02101);
CURRENCY;£;£;£;£;£;£;£;£;;E;E;E;E;E;E;E;E;;E;E;NA;NA;NA;;NA;;NA;E;E;E;E;E;E;E;E;;£;£;£;£;£;£;£;£;;£;£;£;£;£;£;£;£;
31-12-1991;NA;3929000;NA;NA;NA;1393000;3400000;693000;;848.5;9799036;49751;35.3041;1756.41;7500874;2873653;659474;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;12605.26;1256100;68980;460;317.31;1179500;432300;106400;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-1992;NA;3979000;NA;NA;NA;1457000;4007000;836000;;861.58;9799036;49751;35.8486;1783.51;7500874;2873653;659474;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;13824.3;1256100;68980;497;342.83;1179500;432300;106400;;NA;NA;NA;NA;NA;NA;NA;NA;
28-2-1992;NA;3979000;NA;NA;NA;1457000;4007000;836000;;942.29;9799036;49751;39.2066;1950.57;7500874;2873653;659474;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;13963.38;1256100;68980;502;346.28;1179500;432300;106400;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1992;NA;3979000;NA;NA;NA;1457000;4007000;836000;;932.47;9799036;49751;38.7982;1930.25;7500874;2873653;659474;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;13212.36;1256100;68980;475;327.65;1179500;432300;106400;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1992;NA;3979000;NA;NA;NA;1457000;4007000;836000;;921.57;9799036;49819;38.3444;1910.28;7500874;2873653;659474;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14185.91;1402100;68980;510;351.8;1308700;447300;119000;;NA;NA;NA;NA;NA;NA;NA;NA;
29-5-1992;NA;3979000;NA;NA;NA;1457000;4007000;836000;;960.76;9799036;49819;39.3881;1962.28;7500874;2873653;659474;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14770.03;1402100;68980;531;366.28;1308700;447300;119000;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1992;NA;3979000;NA;NA;NA;1457000;4007000;836000;;925.34;9799036;49819;37.936;1889.93;7500874;2873653;659474;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14481.55;1402100;75615;506;382.61;1308700;447300;119000;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1992;NA;3979000;NA;NA;NA;1457000;4007000;836000;;884.38;9799036;49931;36.257;1810.35;7500874;2873653;659474;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;13622.96;1402100;75615;476;359.93;1308700;447300;119000;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1992;NA;3979000;NA;NA;NA;1457000;4007000;836000;;865.57;9799036;50786;35.4856;1802.17;7500874;2873653;659474;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;13680.2;1402100;76298;478;364.7;1308700;447300;119000;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1992;NA;3979000;NA;NA;NA;1457000;4007000;836000;;864.67;9799036;50786;35.2133;1788.34;7500874;2873653;659474;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14538.8;1402100;76942;508;390.87;1308700;447300;119000;;NA;NA;NA;NA;NA;NA;NA;NA;
30-10-1992;NA;3979000;NA;NA;NA;1457000;4007000;836000;;831.24;9799036;50786;33.852;1719.21;7500874;2873653;659474;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14653.27;1402100;77099;512;394.75;1308700;447300;119000;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1992;NA;3979000;NA;NA;NA;1457000;4007000;836000;;931.53;9799036;51242;37.936;1943.92;7500874;2873653;659474;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;15647.33;1402100;77099;539;415.56;1308700;447300;119000;;NA;NA;NA;NA;NA;NA;NA;NA;
31-12-1992;NA;3979000;NA;NA;NA;1457000;4007000;836000;;978.33;9799036;51242;39.8419;2041.58;7500874;2873653;659474;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;16663.39;1402100;77648;574;445.7;1308700;447300;119000;;NA;NA;NA;NA;NA;NA;NA;NA;
29-1-1993;NA;4440000;NA;NA;NA;1713000;4962000;776000;;1001.73;12294209;51242;40.7948;2090.41;9548846;3623135;767241;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;16315.03;1402100;84064;562;472.44;1308700;447300;119000;;NA;NA;NA;NA;NA;NA;NA;NA;
26-2-1993;NA;4440000;NA;NA;NA;1713000;4962000;776000;;1052.98;12294209;51329;42.8822;2201.1;9548846;3623135;767241;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;15211.88;1402100;84064;524;440.5;1308700;447300;119000;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1993;NA;4440000;NA;NA;NA;1713000;4962000;776000;;1064.13;12294209;51329;43.336;2224.39;9548846;3623135;767241;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;15298.96;1402100;86091;527;453.7;1308700;447300;119000;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1993;NA;4440000;NA;NA;NA;1713000;4962000;776000;;1032.42;12294209;56474;41.7478;2357.66;9548846;3623135;767241;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14340.96;1506300;86091;494;425.29;1405500;502500;133900;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-1993;100;4440000;944688;632;5970.42;1713000;4962000;776000;;1032.77;12294209;56474;41.1125;2321.79;9548846;3623135;767241;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14137.75;1506300;86091;487;419.26;1405500;502500;133900;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1993;98.89;4440000;944688;625;5904.3;1713000;4962000;776000;;1110.28;12294209;56474;44.1982;2496.05;9548846;3623135;767241;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14515.15;1506300;86091;500;430.45;1405500;502500;133900;;NA;NA;NA;NA;NA;NA;NA;NA;
30-7-1993;100.4;4440000;944688;634.5;5994.04;1713000;4962000;776000;;1054.42;12294209;56577;41.9747;2374.8;9548846;3623135;767241;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14078.53;1506300;86091;471;405.49;1405500;502500;133900;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1993;112.97;4440000;944688;714;6745.07;1713000;4962000;776000;;1100.02;12294209;56683;43.7898;2482.14;9548846;3623135;767241;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;15991.54;1506300;87871;535;470.11;1405500;502500;133900;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1993;115.85;4440000;944688;719;6792.3;1713000;4962000;776000;;989.98;12294209;57605;39.1612;2255.88;9548846;3623135;767241;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;16021.43;1506300;87871;536;470.99;1405500;502500;133900;;NA;NA;NA;NA;NA;NA;NA;NA;
29-10-1993;124.55;4440000;944688;773;7302.43;1713000;4962000;776000;;1073.72;12294209;57605;42.4738;2446.7;9548846;3623135;767241;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;15393.73;1506300;87871;515;452.54;1405500;502500;133900;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1993;123.1;4440000;944688;764;7217.41;1713000;4962000;776000;;1041.6;12294209;115216;20.6016;2373.63;9548846;3623135;767241;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14810.4;1506300;87871;488;428.81;1405500;502500;133900;;NA;NA;NA;NA;NA;NA;NA;NA;
31-12-1993;135.43;4440000;944688;840.5;7940.1;1713000;4962000;776000;;1076.02;12294209;115216;21.2823;2452.06;9548846;3623135;767241;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14628.3;1506300;87871;482;423.54;1405500;502500;133900;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-1994;129.87;4480000;944688;806;7614.18;1628000;4681000;776000;;1213.67;13149616;116230;24.005;2790.1;10184346;3705390;812716;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;16327.86;1506300;89300;538;480.43;1405500;502500;133900;;NA;NA;NA;NA;NA;NA;NA;NA;
28-2-1994;123.91;4480000;944688;769;7264.64;1628000;4681000;776000;;1165.49;13149616;116482;23.052;2685.14;10184346;3705390;812716;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;15204.94;1506300;89447;501;448.13;1405500;502500;133900;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1994;120.18;4480000;944688;725;6848.98;1628000;4681000;776000;;1126.49;13149616;116482;22.2806;2595.29;10184346;3705390;812716;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;13505.38;1506300;89447;445;398.04;1405500;502500;133900;;NA;NA;NA;NA;NA;NA;NA;NA;
29-4-1994;114.21;4480000;944688;689;6508.89;1628000;4681000;776000;;1089.78;13149616;116482;21.5546;2510.72;10184346;3705390;812716;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;13748.18;NA;89447;453;405.19;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-1994;112.72;4480000;944688;680;6423.88;1628000;4681000;776000;;1100.02;13149616;116554;21.5546;2512.27;10184346;3705390;812716;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14294.46;NA;89447;471;421.3;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1994;120.51;4480000;944688;727;6867.88;1628000;4681000;776000;;1035.18;13149616;116554;20.284;2364.18;10184346;3705390;812716;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;13062;NA;89447;416;372.1;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
29-7-1994;123.24;4480000;944688;743.5;7023.75;1628000;4681000;776000;;1065.28;13149616;116554;20.8739;2432.93;10184346;3705390;812716;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;13124.8;NA;89447;418;373.89;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1994;139.07;4480000;944688;839;7925.93;1628000;4681000;776000;;1097.7;13149616;116578;21.5092;2507.5;10184346;3705390;812716;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;13627.18;NA;89447;434;388.2;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1994;136.04;4480000;946000;807.5;7638.95;1628000;4681000;776000;;1142.28;13149616;118719;22.2352;2639.74;10184346;3705390;812716;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;12591.02;NA;89447;401;358.68;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-10-1994;145.05;4480000;946000;861;8145.05;1628000;4681000;776000;;1156.27;13149616;118719;22.5075;2672.07;10184346;3705390;812716;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;12214.23;NA;89745;389;349.11;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1994;142.36;4480000;946000;845;7993.7;1628000;4681000;776000;;1202.89;13149616;118719;23.4151;2779.81;10184346;3705390;812716;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;12057.23;NA;89745;384;344.62;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-12-1994;148.08;4480000;946000;879;8315.34;1628000;4681000;776000;;1251.85;13149616;118719;24.368;2892.94;10184346;3705390;812716;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;10879.77;NA;89745;339;304.24;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-1995;147.41;4898000;945976;875;8277.29;1908000;5050000;851000;;1209.89;13439757;120144;23.5512;2829.53;10404133;4195438;791694;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;10109.52;NA;89745;315;282.7;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
28-2-1995;147.24;4898000;945976;874;8267.82;1908000;5050000;851000;;1226.2;13439757;120144;23.8688;2867.69;10404133;4195438;791694;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;13736.11;NA;89745;428;384.11;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1995;150.43;4898000;945976;870;8229.98;1908000;5050000;851000;;1240.19;13439757;120144;24.1411;2900.41;10404133;4195438;791694;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89900;443;398.26;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
28-4-1995;156.31;4898000;945976;904;8551.62;1908000;5050000;851000;;1244.85;13439757;120144;24.2319;2911.31;10404133;4195438;791694;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;13960.77;NA;90000;435;391.5;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-1995;161.84;4898000;945976;936;8854.33;1908000;5050000;851000;;1292.5;13439757;120144;24.731;2971.28;10404133;4195438;791694;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89983;443;398.62;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1995;183.63;4898000;945976;1062;10046.26;1908000;5050000;851000;;1316.21;13439757;120144;25.1848;3025.8;10404133;4195438;791694;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1995;192.79;4898000;945976;1115;10547.63;1908000;5050000;851000;;1323.32;13439757;120489;25.3209;3050.89;10404133;4195438;791694;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1995;192.79;4898000;945976;1115;10547.63;1908000;5050000;851000;;1389.73;13439757;122655;26.5915;3261.58;10404133;4195438;791694;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
29-9-1995;200.52;4898000;945976;1145;10831.42;1908000;5050000;851000;;1435.46;13439757;122655;27.2722;3345.07;10404133;4195438;791694;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-10-1995;206.39;4898000;945976;1178.5;11148.32;1908000;5050000;851000;;1428.3;13439757;122660;27.136;3328.51;10404133;4195438;791694;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1995;230.99;4898000;945976;1319;12477.42;1908000;5050000;851000;;1531;13439757;122877;29.0873;3574.16;10404133;4195438;791694;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
29-12-1995;218.21;4898000;945976;1246;11786.86;1908000;5050000;851000;;1564.44;13439757;122660;29.7226;3645.77;10404133;4195438;791694;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-1996;225.74;5363000;946648;1289;12202.29;2033000;4970000;681000;;1638.48;16580265;122660;31.1293;3818.32;12604637;6632320;1227438;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
29-2-1996;220.14;5363000;946648;1257;11899.36;2033000;4970000;681000;;1648.03;16580265;124208;31.3108;3889.05;12604637;6632320;1227438;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
29-3-1996;242.45;5363000;946648;1360;12874.41;2033000;4970000;681000;;1903.6;16580265;124208;36.1663;4492.14;12604637;6632320;1227438;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1996;248.33;5363000;946648;1393;13186.8;2033000;4970000;681000;;2018.25;16580265;124208;38.3444;4762.68;12604637;6632320;1227438;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-1996;244.41;5363000;946648;1371;12978.54;2033000;4970000;681000;;2215.14;16580265;124208;41.5663;5162.86;12604637;6632320;1227438;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
28-6-1996;253.68;5363000;946648;1423;13470.8;2033000;4970000;681000;;2236.91;16580265;124208;41.9747;5213.58;12604637;6632320;1227438;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1996;247.98;5363000;946648;1391;13167.87;2033000;4970000;681000;;2031.35;16580265;166735;38.1175;6355.52;12604637;6632320;1227438;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-8-1996;273.11;5363000;946648;1532;14502.64;2033000;4970000;681000;;2244.16;16580265;166735;42.1108;7021.34;12604637;6632320;1227438;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1996;285.96;5363000;946648;1588;15032.77;2033000;4970000;681000;;2349.73;16580265;166735;43.9713;7331.55;12604637;6632320;1227438;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-10-1996;301.09;5363000;946730;1672;15829.31;2033000;4970000;681000;;2400.65;16580265;166735;44.9242;7490.44;12604637;6632320;1227438;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
29-11-1996;295.33;5363000;946730;1640;15526.36;2033000;4970000;681000;;2616.47;16580265;166735;48.9629;8163.82;12604637;6632320;1227438;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-12-1996;296.68;5363000;946730;1647.5;15597.37;2033000;4970000;681000;;2618.9;22946976;166735;49.0083;8171.39;17167179;8386753;1560462;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-1997;324.95;5194000;946730;1804.5;17083.74;1761000;4971000;728000;;2752.26;22946976;166735;51.504;8587.52;17167179;8386753;1560462;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
28-2-1997;325.04;5194000;946730;1805;17088.46;1761000;4971000;728000;;2975.36;22946976;166735;55.6788;9283.61;17167179;8386753;1560462;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1997;322.36;5194000;946730;1762.5;16686.11;1761000;4971000;728000;;3169.35;22946976;168413;59.3091;9988.41;17167179;8386753;1560462;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1997;340.1;5194000;948000;1859.5;17628.04;1761000;4971000;728000;;3225.12;22946976;168413;60.3528;10164.19;17167179;8386753;1560462;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-5-1997;339.01;5194000;948000;1853.5;17571.17;1761000;4971000;728000;;3569.94;22946976;168850;66.2065;11178.96;17167179;8386753;1560462;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1997;363.24;5194000;948000;1986;18827.26;1761000;4971000;728000;;4051.97;22946976;172058;75.146;12929.46;17167179;8386753;1560462;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1997;369.64;5194000;948000;2021;19159.07;1761000;4971000;728000;;4396.98;22946976;516174;27.1814;14030.34;17167179;8386753;1560462;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
29-8-1997;357.75;5194000;948000;1956;18542.88;1761000;4971000;728000;;3684.94;22946976;516374;22.7798;11762.87;17167179;8386753;1560462;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1997;373.07;5194000;948000;2021.5;19163.81;1761000;4971000;728000;;3964.73;22946976;516374;24.4134;12606.42;17167179;8386753;1560462;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
